episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
40,1.0,0.20775396693822315,-2.1729713029672206,179.9872778884656,-30.0,3.214837124461443,[-30.0 3.214837124461443],0.0,False,True,0.23334158164755722,0,59.99785047027138,106.605,prepare,0.0,0
40,2.0,0.20775390119104017,-2.172967009936901,179.98650760968496,30.0,0.5,[30.0 0.5],0.35520842645841816,False,True,0.23334169291509746,0,59.99785047027138,106.667,in_progress,0.0,0
40,3.0,0.2020371528055628,-2.1754535084340993,-179.50309918954008,22.41643366156542,3.0004281363830327,[22.41643366156542 3.0004281363830327],0.9066261232670529,False,True,0.24286897205094415,0,59.99785047027138,106.743,in_progress,0.0,0
40,4.0,0.1790513089763868,-2.1885993349591635,-176.4120485285965,8.129822529090369,2.7391787468965716,[8.129822529090369 2.7391787468965716],1.0410700644689206,False,True,0.2811749235896785,1,59.99785047027138,106.808,in_progress,0.0,0
40,5.0,0.13975687327339736,-2.2097798918451543,-171.96283675952256,14.604681613003763,1.8682344836631917,[14.604681613003763 1.8682344836631917],0.7892657346069051,False,True,0.346659681072648,1,59.99785047027138,106.878,in_progress,0.0,0
40,6.0,0.09230062871313136,-2.2387825347087627,-166.76580856312066,-30.0,1.2729224497534337,[-30.0 1.2729224497534337],0.5011007454444756,False,True,0.4257448701882962,1,59.99785047027138,106.953,in_progress,0.0,0
40,7.0,0.021520606214719545,-2.2693771839771655,-163.73781552878182,-25.19766024440028,2.425716147733818,[-25.19766024440028 2.425716147733818],0.7370525663359634,False,True,0.5438369353864261,1,59.99785047027138,107.002,in_progress,0.0,0
40,8.0,-0.03525800429278349,-2.278988098359551,-165.33480037733554,-30.0,0.5,[-30.0 0.5],0.32538086394389093,False,True,0.638480821968056,1,59.99785047027138,107.065,in_progress,0.0,0
40,9.0,-0.0976720454651951,-2.274262529872207,-170.18558408802915,25.65633411304598,3.7606458508272524,[25.65633411304598 3.7606458508272524],1.0560330924054424,False,True,0.7425032637124892,1,59.99785047027138,107.154,in_progress,0.0,0
40,10.0,-0.18713791854932504,-2.2651090426304172,-175.1084746606251,28.16885812989449,1.9526511486390394,[28.16885812989449 1.9526511486390394],0.682800300906735,False,True,0.8916093246695295,2,59.99785047027138,107.191,in_progress,0.0,0
